idsubproduto,nome_produto,descrsecao,descrgrupo,descrsubgrupo,descricao_produto,especificacao_tecnica,pagina_web,manual,fotos
3514,PP TAMPAO DE CISTERNA 60 X 60 (ARTICULADO) *,ACESSORIO/MIUDEZA,CASA E JARDIM,POLIPROPILENO,"Tampa de PVC articulada 60x60cm, projetada para tampar caixas de passagem de tubulação, esgoto, águas pluviais, água potável, redes de telecomunicações e eletricidade. Facilita o acesso a válvulas, registros e quadros de distribuição.","Material: PVC. Capacidade de carga: 150kg. Medidas externas: 67cm x 65cm x 4cm. Medidas da tampa: 60x60cm. Medida da área de passagem: 58x58cm. Peso: 3,400kg. Garantia: 90 dias contra defeito de fabricação.",https://lojacasaejardim.com.br/produtos/tampa-de-pvc-cisterna-eletrica-esgoto-passagem-60x60cm-articulada,Não encontrado,https://www.sistole.com.br/casa-e-construcao/ralos-e-grelhas/tampa-de-cisterna-esgoto-polipropileno-60x60-alcapao-forte | https://tampaoegrelhagk.com.br/products/tampao-de-ferro-fundido-articulado-cisterna-60x60-cm | https://www.cofersed.com/produto-tag/tampa-de-cisterna-60x60
4861,PP TAMPAO ESGOTO 43 X 48 ARTICULADO *,ACESSORIO/MIUDEZA,CASA E JARDIM,POLIPROPILENO,"Tampão de esgoto em polipropileno, resistente a impactos, água quente, óleo de fritura e corrosão. Disponível em diversos diâmetros, com excelente performance acústica.","Resistência ao impacto; resistência a água quente e óleo de fritura; resistência total a corrosão; excelente performance acústica; diâmetros: 40, 50, 63, 110 e 160mm.",https://www.redebras.com.br/duratop/tampao-de-esgoto-pp-duratop.php,https://linksinsta.me/manual/tampa-casa-de-maquina,https://www.casamimosa.com.br/tampao-reforcado-articulado-pp-preto-30x30cm-1642-estrela-1642/p | http://www.bilcom.com.br/artigo/tampao-600mm-articulado-aguas-pluviais-esgoto
4860,PP TAMPAO ESGOTO 43 X 48 SIMPLES *,ACESSORIO/MIUDEZA,CASA E JARDIM,POLIPROPILENO,"Tampão de esgoto em polipropileno, modelo simples, com dimensões de 43x48cm, projetado para caixas de passagem de tubulação, esgoto, águas pluviais, água potável e redes de telecomunicações.","Material: Polipropileno. Medidas: 43x48cm. Capacidade de carga: Até 200kg. Peso: 2,800kg. Indicação: Caixas de passagem, elétrica, esgoto e outros. Garantia: 90 dias contra defeito de fabricação.",https://www.ferramentastenace.com.br/detalhes-do-produto/44/tampao-em-polipropileno-,Não encontrado,https://lp.lojacasaejardim.com.br | https://rocketreach.co/dae-sa-agua-e-esgoto-profile_b44ce6ecfd39fda4
4863,PP TAMPAO HIDROMETRO 20 X 20 ARTICULADO *,ACESSORIO/MIUDEZA,CASA E JARDIM,POLIPROPILENO,"Tampão articulado de polipropileno (PP) 20x20 cm, resistente à radiação UV, ideal para fechamento e proteção de caixas de inspeção, redes de drenagem e pontos de acesso em áreas externas e internas.","Medidas da tampa: 20x20x2,2cm; Medidas do aro: 22cmx22cm; Medida da articulação: 24,5cm; Peso: 0,46kg; Capacidade de carga: 200kg; Cor: Preto; Material: Polipropileno (PP) com aditivos anti-UV.",https://shopee.com.br/Tampa-Tamp%C3%A3o-Refor%C3%A7ado-200k-20x20-Articulado-Cisterna-Esgoto-Cx-de-inspe%C3%A7%C3%A3o-%E2%80%8BPolipropileno-Preto-i.556335464.22296249686,https://servicos.compesa.com.br/wp-content/uploads/2018/11/NTC-086-05-GRUPO-A-Caixa-de-polipropileno-para-instala%C3%A7%C3%A3o-de-hidr%C3%B4metro-1.pdf,https://europages.pt/pt/company/baxter-injection-22307280/products/bouchon-crc-42-jointe-polypropylene-pp-36128899 | https://www.hidrauconexloja.com.br/te-de-servico-integrado-articulado-em-polipropileno-padrao-nts-175-dn-50mm-de-60mm-x-20mm-2017-04-28-11-10-57 | https://www.europages.pt/pt/company/baxter-injection-22307280/products/cliq-42-jointe-bouchon-en-polypropylene-pp-avec-un-joint-integre-36128901
4866,PP TAMPAO QUADRADO 20 X 20 SIMPLES *,ACESSORIO/MIUDEZA,CASA E JARDIM,POLIPROPILENO,"Tampão quadrado de polipropileno, com dimensões de 20x20 cm, ideal para fechamento de caixas de passagem, inspeção e drenagem. Oferece resistência e durabilidade, sendo adequado para ambientes internos e externos.","Produto: Tampa, Marca: Forte Centro Oeste, Modelo: Quadrado, Cor: Preto, Material: Polipropileno, Largura: 20 cm, Comprimento: 20 cm, Peso: 500 g, Altura: 3 cm, Uso Indicado: Áreas internas e externas, Tipo: Tampa com Aro Simples, Formato: Retangular, Dimensão: 3x24x24 cm",https://www.gravia.com/tampao-polipropileno-quadrado---20x20cm/p,Não encontrado,https://www.gravia.com/tampao-polipropileno-quadrado---20x20cm/p | https://www.irmaossoares.com.br/tampao-de-polipropileno-20x20-fort-cent-oeste/p | https://www.rofedistribuidora.com.br/tampao-quadrado-polipropileno-20x20-forte-centro-oeste-180663
5637,PP TAMPAO QUADRADO 30 X 30 ARTICULADO *,ACESSORIO/MIUDEZA,CASA E JARDIM,POLIPROPILENO,"Tampão quadrado de 30 cm x 30 cm, articulado, feito de polipropileno preto. Ideal para fechamento e proteção de caixas de esgoto e inspeção, garantindo um fechamento seguro.",Dimensões: 30 cm x 30 cm; Material: Polipropileno; Cor: Preto; Articulado; Carga Máxima Nominal por Eixo: 300Kg,https://www.leroymerlin.com.br/tampao-30x30-articulado-polipropileno-preto_1572747006,Não encontrado,https://www.amazon.com.br/GDA-FUNDIDOS-800680-ARTICULADO-QUADRADO/dp/B0FZDKYXBC | https://www.casamimosa.com.br/tampao-reforcado-articulado-pp-preto-30x30cm-1642-estrela-1642/p | https://www.irmaossoares.com.br/tampao-de-polipropileno-30x30-fort-cent-oeste/p
4862,PP TAMPAO QUADRADO 30 X 30 SIMPLES *,ACESSORIO/MIUDEZA,CASA E JARDIM,POLIPROPILENO,"Tampão Polipropileno Quadrado 30x30, resistente e prático para fechamento de caixas de passagem, inspeção e drenagem em instalações residenciais e comerciais.","Produto: Tampa, Marca: Forte Centro Oeste, Modelo: Quadrado, Cor: Preto, Material: Polipropileno, Largura: 30 cm, Comprimento: 30 cm, Peso: 1 kg, Altura: 3 cm, Capacidade: até 600 kg",https://www.gravia.com/tampao-polipropileno-quadrado---30x30cm/p,Não encontrado,https://www.gravia.com/tampao-polipropileno-quadrado---30x30cm/p | https://atacadaodospisosrj.com.br/produto/tampao-para-esgoto-30-x-30 | https://maisfer.com.br/produtos/tampa-30x30-em-pvc-simples-polipropileno-para-caixas-de-inspecao-e-drenagem-leve-ate-600-kg-g56c0
5639,PP TAMPAO QUADRADO 40 X 40 ARTICULADO *,ACESSORIO/MIUDEZA,CASA E JARDIM,POLIPROPILENO,"Tampão quadrado de polipropileno, articulado, com dimensões de 40x40cm e altura de 3cm. Ideal para tampar caixas de passagem de tubulação, esgoto, águas pluviais, redes de telecomunicações e eletricidade.","Marca: Forte Centro Oeste; Modelo: Quadrado; Cor: Preto; Material: Polipropileno; Largura: 40 cm; Comprimento: 40 cm; Altura: 3 cm; Peso: 1,9 kg",https://www.gravia.com/tampao-polipropileno-quadrado---40x40cm/p,Não encontrado,https://www.gravia.com/tampao-polipropileno-quadrado---40x40cm/p | https://www.irmaossoares.com.br/tampao-de-polipropileno-40x40-fort-cent-oeste/p | https://www.casamimosa.com.br/tampao-reforcado-articulado-pp-preto-40x40cm-1643-estrela-1643/p
5638,PP TAMPAO QUADRADO 40 X 40 SIMPLES *,ACESSORIO/MIUDEZA,CASA E JARDIM,POLIPROPILENO,"A Tampa 40x40 em PVC Polipropileno é leve, resistente e ideal para caixas de inspeção e drenagem leve em áreas internas e externas. Fabricada em PVC de alta durabilidade, oferece resistência à umidade e à corrosão.","Dimensões: 40 × 40 cm, Espessura: 1 cm, Altura total: 4 cm, Material: PVC Polipropileno de alta resistência, Capacidade: uso exclusivo para pedestres e drenagem leve, Peso: 1,9 kg, Cor: Preto",https://maisfer.com.br/produtos/tampa-40x40-em-pvc-simples-polipropileno-para-caixas-de-inspecao-e-drenagem-leve-fjzy9,https://linksinsta.me/manual/tampa-casa-de-maquina,https://www.gravia.com/tampao-polipropileno-quadrado---40x40cm/p | https://www.irmaossoares.com.br/tampao-de-polipropileno-40x40-fort-cent-oeste/p | https://maisfer.com.br/produtos/tampa-40x40-em-pvc-simples-polipropileno-para-caixas-de-inspecao-e-drenagem-leve-fjzy9
123133955,PP TAMPAO REDONDO ARTICULADO T060,ACESSORIO/MIUDEZA,CASA E JARDIM,POLIPROPILENO,"O tampão redondo articulado T060 é fabricado em polipropileno com aditivos anti-UV, resistente às variações climáticas e corrosão. Ideal para fechamento e proteção de caixas de inspeção, redes de drenagem e áreas sujeitas à passagem de pedestres.","Dimensão do aro: 65 x 65 cm, Dimensão da tampa: 59,5 x 59,5 cm, Altura: 2,5 cm, Peso: 4,3 kg, Capacidade: 200 kg, Utilização: Passagem de Pedestres",https://tampaoegrelhagk.com.br/products/tampao-em-polipropileno-articulado-50x50-cm-copia,Não encontrado,https://tampaoegrelhagk.com.br/products/tampao-em-polipropileno-articulado-50x50-cm-copia | https://www.amazon.com.br/Tampa-Tamp%C3%A3o-Circular-Alum%C3%ADnio-Articulado/dp/B0C47J225R | https://www.shopcoopera.com.br/tampa-tampao-de-chao-circular-t060-aluminio-articulado-60cm-666650/p
10204,PP TAMPAO REDONDO SIMPLES T060,ACESSORIO/MIUDEZA,CASA E JARDIM,POLIPROPILENO,"A Tampa 60x60 em PVC Simples Polipropileno MaisFer é leve, durável e ideal para caixas de inspeção e drenagem leve em áreas internas e externas. Fabricada em PVC de alta resistência, garante proteção contra umidade, corrosão e impacto leve, oferecendo instalação prática e longa vida útil.",Dimensões: 60 × 60 cm; Espessura: 1 cm; Altura total: 5 cm; Material: PVC Polipropileno de alta durabilidade; Capacidade: uso exclusivo para pedestres e drenagem leve,https://maisfer.com.br/produtos/tampa-60x60-em-pvc-simples-polipropileno-para-caixas-de-inspecao-e-drenagem-leve-04f74,Não encontrado,https://www.sistole.com.br/casa-e-construcao/ralos-e-grelhas/tampa-de-cisterna-esgoto-polipropileno-60x60-alcapao-forte | https://jdiasferreira.pt/produto/tampa-c-aro-rebaixada-polipropileno
3583,LEQUE DE ALUMINIO PARA TOLDO ( PAR ) *,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Leque de alumínio para toldo, vendido em par. Ideal para instalar em pátios, varandas e terraços, protegendo contra sol e chuva.","Material: Alumínio; Peso: 30 kg; Largura aberto: 3.7 m; Altura aberto: 2 m; Resistente à água, neve e impactos.",https://www.mercadolivre.com.br/toldo-retratil-articulado-manual-casa-jardim-decoracao/up/MLBU608386119,https://www.persianasparana.com.br/wp-content/uploads/2024/07/manual_produtos_lavisi.pdf,https://www.mercadolivre.com.br/toldo-de-aluminio-leve-para-sombra-cobertura-de-2m-x-3m/p/MLB2083960665 | https://www.wellste.com/pt/aluminum-awning-extrusions | https://www.markilux.com/pt-pt/toldo
4457,TOLDO ARANHA QUADRADA 3/4 N 24,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo Aranha Quadrada 3/4 N 24, um toldo de sombramento retangular com dimensões de 3 x 4 metros, feito de poliester de alta densidade com revestimento PU, impermeável e resistente a raios UV.","Dimensões: 3 x 4 metros; Peso: 160 g/m²; Material: Poliester de alta densidade (PES) com revestimento PU; Resistência: Impermeável, resistente a raios UV.",https://www.leroymerlin.pt/produtos/toldo-de-sombramento-retangular-3x4-metros-impermeavel-toldo-resistente-a-agua-anti-uv-4x3-m-para-jardim-terraco-patio-creme-70584103.html,Não encontrado,https://www.wovar.pt/toldos | https://casafarfelle.com/collections/toldo-residencial-e-modelos | https://www.guiadoconstrutor.com.br/blog/os-10-tipos-de-toldos-mais-procurados
4737,TOLDO ARANHA REDONDA 3/4 N 25,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Par de aranhas 3/4 peças de metal para instalação de toldo, capota, janelas e portas.",Material: Metal; Tamanho: 3/4 polegadas; Quantidade: 2 peças,https://shopee.com.br/Par-De-Aranhas-3-4-Pe%C3%A7as-Metal-De-Toldo-Capota-Janelas-E-Portas-i.388927216.21898988489,Não encontrado,https://www.toldosplanetasol.com/toldos | https://www.wovar.pt/toldos | https://www.guiadoconstrutor.com.br/blog/os-10-tipos-de-toldos-mais-procurados
3630,TOLDO BAT BOCA DE LOBO HORIZONTAL,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo Bat Boca de Lobo Horizontal, um toldo de braços articulados projetado para proteção solar e estética, com opções de cores e tamanhos variados.","Composição: Fibra de vidro (42%), Vinil (58%). Fator de abertura: 5%. Largura máxima: 450 cm. Projeção máxima: 310 cm. Classe de resistência ao vento: 1 (450 x 310 cm), 2 (450 x 260 cm). Tubos enroladores: 70 mm. Peso aproximado (500x260 cm): 50-55 kg.",https://www.neointeriores.com.br/wp-content/uploads/2021/07/ficha-tecnica-toldo-horizontal-cortinas-gobi.pdf,Não encontrado,https://batdobrasil.com.br/toldos-de-bracos-retrateis | https://www.mapquest.com/us/new-york/the-toldo-company-426253770
2249,TOLDO BAT MEIA CANA C/ FURO DE 1/2 N 82,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"O Toldo Bat Meia Cana C/ Furo de 1/2 N 82 é um toldo retrátil robusto e resistente, ideal para fachadas residenciais ou comerciais. Possui braços articulados em alumínio extrudado, oferecendo proteção contra sol e chuvas leves a moderadas.","Braços articulados em alumínio extrudado, resistência à intempéries, acionamento manual ou motorizado, ajuste de inclinação de até 60º, projeção de 3,00 a 4,00m.",https://batdobrasil.com.br/toldos-de-bracos-retrateis,https://batdobrasil.com.br,https://batdobrasil.com.br/toldos-de-bracos-retrateis | https://www.mapquest.com/us/new-york/the-toldo-company-426253770
2248,TOLDO BAT MEIA CANA C/ PINO REDONDO 3/4 N 99,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo bat meia cana com pino redondo 3/4, utilizado para instalação em jardins e áreas externas, oferecendo proteção contra sol e chuva.","Pino redondo 3/4, material galvanizado, resistente a intempéries, adequado para instalação em jardins e áreas externas.",Não encontrado,Não encontrado,https://batdobrasil.com.br | https://www.biano.pt/produtos/toldos?parametros=em-estoque
2240,TOLDO BAT QUAD P/ PONTA DE BRAÇO HORIZONTAL 1/2 N48,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo retrátil de braço articulado, resistente à água e neve, com articulações em alumínio extrudado. Disponível em kit de componentes ou como toldo completo.","Peso: 30 kg; Largura aberto: 3.7 m; Altura aberto: 2 m; Resistente à água, neve e impactos; Acionamento manual; Opções de revestimento: lona laminada de PVC, tecidos acrílicos e poliéster; Projeção de 3,00 a 4,00m; Ajuste de inclinação de até 60º.",https://batdobrasil.com.br/toldos-de-bracos-retrateis,https://www.neointeriores.com.br/wp-content/uploads/2021/07/ficha-tecnica-toldos-braco-articulados.pdf,https://batdobrasil.com.br/toldos-de-bracos-retrateis | https://www.casadaspersianas.net/toldo-braco
2247,TOLDO BAT QUAD P/ PONTA DE BRAÇO VERTICAL 1/2 * N97,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo Bat Quad para ponta de braço vertical, com projeção de até 1.200 cm de largura. Pode ser acionado manualmente ou motorizado, oferecendo resistência às intempéries e durabilidade.","Projeção máxima: 310 cm, Largura máxima: 450 cm, Peso aproximado: 50-55 kg, Classe de resistência ao vento: 1-2, Tubo enrolador: 70 mm, Acionamento manual ou motorizado, Braços articulados em alumínio extrudado, Opções de revestimento: lona de PVC, poliéster e acrílico tratado.",https://batdobrasil.com.br/toldos-de-bracos-retrateis,https://www.neointeriores.com.br/wp-content/uploads/2021/07/ficha-tecnica-toldos-braco-articulados.pdf,https://batdobrasil.com.br/toldos-de-bracos-retrateis | https://www.stobag.com.br
2275,TOLDO BAT QUAD P/PONTA DE BRACO VERTICAL N 46,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"O TOLDO BAT QUAD P/PONTA DE BRACO VERTICAL N 46 é um toldo retrátil com braços articulados em alumínio, projetado para fachadas residenciais ou comerciais. Pode ser acionado manualmente ou motorizado, com opções de sensores para sol, chuva e vento.","Estrutura em alumínio extrudado, projeção de 3,00 a 4,00m, ajuste de inclinação de até 60º, resistência ao vento de classe 1 (450 x 310) e classe 2 (450 x 260), peso aproximado de 50-55 kg (500x260 cm), tubos enroladores de 70 mm, opções de revestimento em lona PVC ou tecido acrílico.",https://batdobrasil.com.br/toldos-de-bracos-retrateis,https://www.neointeriores.com.br/wp-content/uploads/2021/07/ficha-tecnica-toldos-braco-articulados.pdf,https://batdobrasil.com.br/toldos-de-bracos-retrateis | https://www.pinterest.com/pin/492792384240295820 | https://www.biano.pt/produtos/toldos/manual-2?parametros=mais-barato
3602,TOLDO BUCHA PLASTICA N 76,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo Bucha Plástica N 76, um acessório para toldos que ajuda na instalação e funcionamento do equipamento.","Inclui bucha plástica de 3 polegadas, compatível com mancal preto e bucha alumínio 3"". Importante: não desatar o plástico ou tela protetora dos braços até a instalação completa.",Não encontrado,https://media.cdn.bauhaus/s/bahagcom/assets/24/93/2493212_24145564.pdf,https://www.decorandoja.com.br/gu9hg9qfv-bucha-d80-aluminio-com-pino-1-unidade
2243,"TOLDO CURVA QUADRADA 3/4"" N 72",ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"O Toldo Curva Quadrada 3/4"" N 72 é um produto de alta qualidade, feito manualmente com ferro galvanizado e lona. Disponível em versões fixas ou retráteis, oferece proteção, elegância e versatilidade para ambientes residenciais e comerciais.","Estrutura em alumínio resistente, pintura eletrostática branca ou preta, cobertura em lona especial com fundo gelo ou tecido acrílico náutico. Disponível em versões fixas ou retráteis, com opções de cores e estilos variados.",https://qualitytoldos.com.br/toldo-curvo,https://www.persianasparana.com.br/wp-content/uploads/2024/07/manual_produtos_lavisi.pdf,https://www.amazon.com.br/Cool-Area-Retangular-Externa-Manteiga/dp/B0DB1NX8M8 | https://qualitytoldos.com.br/toldo-curvo | https://www.wovar.pt/toldos
2244,"TOLDO CURVA REDONDA 3/4"" N 23",ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo Curva Redonda 3/4"" N 23, feito manualmente com ferro galvanizado e lona, oferece beleza e sofisticação a ambientes residenciais e comerciais. Disponível em versões fixas ou retráteis, com movimentação manual.","Estrutura em alumínio resistente, pintura eletrostática branca ou preta, cobertura em lona especial (com fundo gelo) ou tecido acrílico náutico. Dimensões máximas: saída/projeção de 3,5 m, linha/largura de 6 m, inclinação de 0 a 90°. Resistente à água, neve e impactos. Raio de curvatura padrão entre 1.200 mm e 2.500 mm, resistente a ventos de até 120 km/h.",https://qualitytoldos.com.br/toldo-curvo,Não encontrado,https://qualitytoldos.com.br/toldo-curvo | https://www.toldosplanetasol.com/toldos
4489,TOLDO ENGR QUADRADA PARA TOLDO 2'',ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo retrátil articulado manual, resistente à água, neve e impactos, com largura de 3.7 m e altura de 2 m quando aberto. Ideal para uso em jardins, varandas e terraços.","Peso: 30 kg; Largura aberto: 3.7 m; Altura aberto: 2 m; Resistente à água, neve e impactos; Inclui braços articulados.",https://www.mercadolivre.com.br/toldo-retratil-articulado-manual-casa-jardim-decoracao/up/MLBU608386119,https://eu.manuals.plus/asin/B0GKV72BGZ,https://www.guiadoconstrutor.com.br/blog/os-10-tipos-de-toldos-mais-procurados | https://br.pinterest.com/pin/38843615662138201 | https://www.toldospaulistano.com.br/toldos-e-coberturas-modelos-em-ate-12x-sem-juros
2274,TOLDO ENGR QUADRADA PRETA PVC 2'' N 17,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo quadrado preto de PVC com 2 polegadas de diâmetro, projetado para proteção solar e contra chuvas leves a moderadas. Possui estrutura em alumínio com pintura eletrostática preta e sem barra quadrada traseira de sustentação.","Estrutura em alumínio com pintura eletrostática preta, sem barra quadrada traseira de sustentação, parafuso em aço inox, acessórios Rufo e Sensor de Vento, tubo enrolador de alumínio 70mm com gota de encaixe (até 4,00m).",Não encontrado,https://www.persianasparana.com.br/wp-content/uploads/2024/07/manual_produtos_lavisi.pdf,https://www.mapquest.com/us/new-york/the-toldo-company-426253770 | https://www.mapquest.com/us/new-york/the-toldo-company-554241786
1967,TOLDO ENGR REDONDA PARA TOLDO 2'' *,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo retrátil manual com altura ajustável, ideal para varandas, pátios e jardins. Fácil de instalar e operar, oferece proteção contra chuva, sol e UV.","Comprimento ajustável de 1,5 a 3,5 metros, construção em alumínio anodizado, resistente à exposição climática e leve.",https://portuguese.alibaba.com/product-detail/Retractable-Manual-Height-Adjustable-Clamping-Balcony-1601655847518.html,https://eu.manuals.plus/asin/B0GKV72BGZ,https://www.toldospaulistano.com.br/toldos-e-coberturas-modelos-em-ate-12x-sem-juros | https://eur.vevor.com/retractable-side-awning-c_10188/vevor-manual-retractable-awning-118-outdoor-retractable-patio-awning-sunshade-shelter-adjustable-patio-door-window-awning-canopy-with-39-sun-shade-curtain-for-backyard-garden-balcony-p_010718449651?lang=pt | https://www.youtube.com/watch?v=4dZF_hAS0I8
2288,TOLDO MANCAL COM PINO DUPLO N 53,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"O Toldo Mancal com Pino Duplo N 53 é um componente essencial para a instalação e fixação segura de toldos, ideal para sistemas de médio porte. Possui dois pinos em lados opostos, permitindo a instalação de dois toldos simultaneamente.",Material: Aço Galvanizado; Base: 12 cm; Pino: 7 cm; Resistente; Versátil; Alta resistência à corrosão; Durável; Fácil instalação.,https://www.cikala.com.br/mancal-com-pino-galvanizado-grande,Não encontrado,https://www.mercadolivre.com.br/mancal-galvanizado-com-pino-para-toldo/up/MLBU734037010 | https://www.lojadotoldeiroevidraceiro.com.br/acessorios-para-toldos.php
2252,TOLDO MANCAL COM PINO N 15,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"O Toldo Mancal com Pino N 15 é um acessório para toldos retráteis, fabricado em alumínio, com excelente qualidade e resistência, indicado para uso em ambientes externos.",Material: Alumínio; Cor: Preta; Não instalar em gesso; Resistente a intempérie; Repelente à água; Resistente à corrosão; Resistente à decoloração; Resistente a raios UV.,https://www.mercadolivre.com.br/par-mancal-para-toldo-cortina-retratil-em-aluminio-preto/up/MLBU5063748673,Não encontrado,https://www.youtube.com/watch?v=lnd60Vdv1yc | https://www.biano.pt/produtos/toldos?parametros=em-estoque | https://www.guiadoconstrutor.com.br/blog/os-10-tipos-de-toldos-mais-procurados
2251,TOLDO MANCAL SEM PINO N 14,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo retrátil manual articulado, resistente à água e neve, ideal para uso em varandas, jardins e áreas comerciais. Inclui braços e manivela para operação.",Peso: 30 kg; Largura aberto: 3.7 m; Altura aberto: 2 m; Resistente à água e neve; Material: poliéster com revestimento de poliuretano; Peso do tecido: 280 g/m²; Inclui toldo retrátil com braços.,https://www.mercadolivre.com.br/toldo-retratil-articulado-manual-casa-jardim-decoracao/up/MLBU608386119,https://www.youtube.com/watch?v=AInWQaDnhRk,https://www.cikala.com.br/utilidades/acessorios-para-toldos | https://portuguese.everychina.com/p-z52ead9c-105502363-aluminium-awning-aluminium-canopy-door-canopy-window-awning-aluminum-awning-aluminum-alloy-awning-nice-product-for-house.html | https://www.auchan.pt/pt/casa-e-jardim/jardim-e-exterior/mobiliario-de-jardim/chapeus-de-sol-pergulas-e-toldos/toldo-de-jardim-gardenstar-cinzento-300630x275x300cm/3225290.html
2242,TOLDO PONT DE BRACO QUADRADA 3/4 N 87,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo de braço quadrado com estrutura em alumínio, pintura eletrostática branca e barra de sustentação 40x40mm. Ideal para proteção solar e chuvas leves, com opção de acionamento manual ou motorizado.","Estrutura em alumínio, pintura eletrostática branca, barra quadrada de sustentação 40x40mm, parafuso em aço inox, acessórios Rufo e Sensor de Vento, tubo enrolador de 70mm, projeção máxima de 310cm, largura máxima de 1200cm, resistência ao vento de classe 1 (450x310cm) e classe 2 (450x260cm).",https://www.rbrevestimentos.com.br/project-details/toldo-articulado,https://www.persianasparana.com.br/wp-content/uploads/2024/07/manual_produtos_lavisi.pdf,https://batdobrasil.com.br/toldos-de-bracos-retrateis | https://www.leroymerlin.com.br/toldos | https://www.lojadotoldeiroevidraceiro.com.br/toldo-articulado.php
2245,"TOLDO PONT DE BRACO QUADRADA C/ PINO 3/4"" N 41",ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Toldo de braço quadrado com pinos, projetado para proteção solar e chuvas leves a moderadas. Estrutura em alumínio com acabamento eletrostático branco, suportes combinados e barra quadrada de sustentação de 40 x 40mm.","Largura máxima: 12,00m, Inclinações possíveis: 5º a 90º, Inclinação mínima: 20º, Barra quadrada: 40 x 40mm, Tubo enrolador: 80mm, Peso aproximado: 60kg (600 x 310 cm), Resistência a ruptura: Longitudinal: mín. 17kgf, Transversal: mín. 15kgf, Resistência ao rasgo: Longitudinal: mín. 85 kgf/cm, Transversal: mín. 80 kgf/cm.",https://www.lavisi.com.br,https://www.persianasparana.com.br/wp-content/uploads/2024/07/manual_produtos_lavisi.pdf,https://www.markilux.com/pt-pt/toldo/braco-articulado-markise | https://www.youtube.com/watch?v=RpsVLuFXldw&vl=en | https://batdobrasil.com.br/toldos-de-bracos-retrateis
2246,"TOLDO PONT DE BRACO REDONDA C/ PINO 3/4"" N 56",ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,Toldo de braço articulado com projeção máxima de 310 cm e largura máxima de 450 cm. Ideal para proteção contra sol e chuva em varandas e terraços.,"Projeção máxima: 310 cm; Largura máxima: 450 cm; Peso aproximado: 50-55 kg; Classe de resistência ao vento: 1 (450 x 310 cm), 2 (450 x 260 cm); Ø Tubos enroladores: 70 mm.",Não encontrado,https://www.neointeriores.com.br/wp-content/uploads/2021/07/ficha-tecnica-toldos-braco-articulados.pdf,https://batdobrasil.com.br/toldos-de-bracos-retrateis | https://toldosinovacao.com.br/toldo-italiano | https://www.leroymerlin.com.br/toldos
2250,TOLDO PUXADOR DE CAPOTA MEIA CANA N 84,ACESSORIO/MIUDEZA,CASA E JARDIM,TOLDO,"Puxador de capota meia cana para toldos retráteis, fabricado em aço galvanizado, indicado para instalação em toldos cortina.","Material: Aço galvanizado; Tamanho: 1 peça; Cor: Prateado; Peso: 0,03 kg",https://www.mercadolivre.com.br/pecas-para-toldos-cortina--puxador-meia-cana-soldado/up/MLBU1429478521,Não encontrado,https://www.cikala.com.br/1-2-cana-galvanizada-reta | https://www.toldostnc.com.br/toldocapota | https://www.saxun.com/pt/producto/toldos/toldo-capota
3159,AL CADEIRA VIENA *,ACESSORIO/MIUDEZA,CASA E JARDIM,UTILIDADE/DECORAÇÃO,"A Cadeira Viena é um móvel moderno e elegante, ideal para áreas externas como varandas, jardins e piscinas. Fabricada em alumínio com pintura eletrostática e estofados em tecido Acqua Block, oferece resistência às intempéries e fácil manutenção.","Estrutura: Alumínio com pintura eletrostática. Assento e encosto estofados com tecido Acqua Block. Acompanha 2 almofadas (assento e encosto). Dimensões: L: 0,75 x A: 0,78 x P: 0,74.",https://divinahaus.com.br/cadeira-viena-area-externa,https://cdn2.madeiramadeira.com.br/tecnico/rufato/4327-cadeira-viena-grecia-verona-nova-2017.pdf,https://nossakasamoveis.com.br/produtos/cadeira-viena-com-braco-aluminio-fundido-area-jardim-externa-varanda-cozinha | https://divinahaus.com.br/cadeira-viena-area-externa | https://casaluzdecor.com.br/produtos/kit-cadeira-viena-cadeiras-mesa-de-jantar-kit-promocional-1xbkr
