idsubproduto,nome_produto,descrsecao,descrgrupo,descrsubgrupo,descricao_produto,especificacao_tecnica,pagina_web,manual,fotos
1146,FF CANTONEIRA FERRO FUNDIDO 20 CM *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"Cantoneira de ferro fundido com 20 cm de altura e largura, ideal para montar prateleiras com fino acabamento. Disponível em par.","Material: Ferro Fundido; Dimensões: 20 cm de altura x 20 cm de largura; Peso: 1,2 kg (cada unidade); Cor: Preta",https://www.apaneladeferro.com.br/cantoneira-de-ferro-fundido-20x20-cm-par,https://www.fermec.com.br/produtos/pdf-ferramentas/Cantoneira-de-Ferro-Fundido-2047.pdf?v=2025-06-27,https://www.apaneladeferro.com.br/cantoneira-de-ferro-fundido-20x20-cm-par
1145,FF CANTONEIRA FERRO FUNDIDO 30 CM,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"Cantoneira de ferro fundido, modelo colonial, sem pintura, com acabamento rústico. Ideal para montagem de prateleiras ou adornos coloniais.","Material: Ferro Fundido. Medidas disponíveis: 30cm (Parede) x 30cm (Prateleira), 22cm (Parede) x 30cm (Prateleira), 20cm (Parede) x 20cm (Prateleira). Acabamento: rústico e sem pintura.",https://www.tochinski.com.br/cantoneira-de-ferro-fundido,https://www.fermec.com.br/produtos/pdf-ferramentas/Cantoneira-de-Ferro-Fundido-2047.pdf?v=2025-06-27,https://www.tochinski.com.br/cantoneira-de-ferro-fundido | https://www.madeiramadeira.com.br/cantoneira-de-ferro-fundido-30x30cm-762453859.html
2194,FF CAXILHO 10 X 100 *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"A Grelha de Ferro Fundido com Caixilho 10x100 cm é ideal para cobrir aberturas em calçadas, ruas e praças, oferecendo uma solução robusta e segura que combina funcionalidade e resistência. Fabricada com ferro fundido de alta qualidade, suporta o tráfego de pedestres e otimiza a drenagem de água.","Material: Ferro fundido; Dimensões: 10 x 100 cm; Espessura: 1,2 cm; Peso: 5,00 kg; Capacidade: 500 kg; Cor: Preto; Aplicação: Ventilação e drenagem; Norma Técnica: ABNT NBR 10160; Garantia: 3 meses contra defeitos de fabricação.",https://panelasferreira.com.br/grelha-de-ferro-fundido-com-caixilho-10x100-981,https://panelasferreira.com.br/grelha-de-ferro-fundido-com-caixilho-10x100-981,https://panelasferreira.com.br/grelha1.jpeg | https://panelasferreira.com.br/grelha2.jpeg
2196,FF CAXILHO 15 X 100 *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"A grelha de ferro fundido com caixilho 15x100 cm é ideal para cobrir aberturas em calçadas, ruas e praças, oferecendo uma solução robusta e segura que combina funcionalidade e resistência.",Material: Ferro fundido; Dimensões: 15 x 100 cm; Espessura: 1 cm; Peso: 5 kg; Capacidade: 500 kg,https://panelasferreira.com.br/grelha-de-ferro-fundido-com-caixilho-15x100-cm92,https://pt.scribd.com/document/877216333/Catalogo-Rig-2022,https://panelasferreira.com.br/grelha-de-ferro-fundido-com-caixilho-15x100-cm92 | https://www.marketmateriais.com.br/product/566599/grelha-de-ferro-fundido-15x100 | https://tampaoegrelhagk.com.br/products/grelha-de-ferro-fundido-com-caixilho-15x100-cm
2198,FF CAXILHO 20 X 100 *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"A Grelha de Ferro Fundido com Caixilho 20x100 cm é utilizada para captação de águas pluviais e esgoto, ideal para calçadas, garagens e áreas externas. Fabricada em ferro fundido, oferece resistência e durabilidade.","Material: Ferro Fundido. Medidas: 20x100cm. Espessura: 12mm. Peso: 13,30Kg. Capacidade aproximada: 500 kg.",https://www.madeiramadeira.com.br/grelha-e-caixilho-de-ferro-fundido-captacao-esgoto-20x100cm-3599335.html?seller=2825,https://panelasferreira.com.br/grelha-de-ferro-fundido-com-caixilho-20x100-cm7,https://panelasferreira.com.br/grelha-de-ferro-fundido-com-caixilho-20x100-cm:fill(fff):quality(80)/panelasf/catalog/grelha1.jpeg | https://panelasferreira.com.br/grelha-de-ferro-fundido-com-caixilho-20x100-cm:fill(fff):quality(80)/panelasf/catalog/grelha2.jpeg
2238,FF CAXILHO 25 X 50 *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"Caxilho de ferro fundido com largura de 0,50m e pressão nominal de 25 bar, disponível em diferentes diâmetros nominais.","Corpo em Ferro Dúctil, revestimento epóxi azul RAL 5017, pressão nominal máxima de 25 bar, tamanho de acordo com o padrão EN 545.",https://www.artecimel.pt/assets/pdf_fichas_tecnicas/Condor/Artecimel_FT_Condor_36FFM.pdf,https://assets.wfcdn.com/dm/document/838cb051-b4e1-4e33-a2fe-8702f8dd42d1/190400-F%20Assembly%20Instructions%20DG%20Casa.pdf,https://www.madeiramadeira.com.br/panela-cacarola-ferro-fundido-alca-madeira-sem-tampa-25l-n50-227102945.html | https://www.amazon.com.br/Panela-Ca%C3%A7arola-Ferro-Fundido-Madeira/dp/B0CJT2JTZX | https://www.shopmaster.com.br/panelas/cacarolas-de-ferro/cacarolas-alca-de-madeira/panela-cacarola-ferro-fundido-alca-madeira-com-tampa-25l-n50
2200,FF CHAPA DE FOGAO 4 FUROS *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,Chapa de ferro fundido para fogão a lenha com 4 furos e tampa. Proporciona distribuição uniforme de calor e resistência a altas temperaturas.,Material: Ferro Fundido. Modelo: Paraná. Quantidade de furos: 4. Comprimento: 70 cm. Largura: 42 cm. Altura: 49 cm. Peso: 31000 Gramas. Inclui tampa. Resistência a altas temperaturas. Distribuição uniforme de calor.,https://www.mercadolivre.com.br/chapa-ferro-fundido-parana-4-furos-70x42x42-para-fogao-lenha-reforcada-alta-durabilidade-resistencia-ao-calor-acabamento-premium/p/MLB75695373,https://3efogoes.com.br/sistema/arquivos/arquivos/e766db7e910a5ba4f2b39b3293347940b078331.pdf,https://www.viafer.com.br/comprar/chapa-para-fogao-a-lenha-4-bocas-com-reducao/ferro-fundido/250 | https://www.amazon.com.br/Chapa-Paran%C3%A1-Fog%C3%A3o-Lenha-68x49cm/dp/B07WW1JQYG
123133546,FF GRELHA 100 X 20 CM *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"A GRELHA DE FERRO FUNDIDO 20 X 100 é ideal para drenagem de água em áreas externas, como quintais, garagens, banheiros e lavanderias. Fabricada em ferro fundido, é resistente e durável, evitando entupimentos e mantendo a área limpa.","Material: Ferro fundido; Largura: 20 cm; Comprimento: 100 cm; Altura: 1 cm; Peso: 5,9 kg; Capacidade de suporte: 500 kg; Cor: Preto; Não possui caixilho nem fecho.",https://comercialprado.com.br/p-grelha-ferro-fund-20-x-100,https://www.fuminas.com.br/download/LinhaCompletaFuminas2017.pdf,https://comeoaie/catalog/api/comeoaie_citelirr/6686a0e104b40.jpg | https://comeoaie/catalog/api/comeoaie_citelirr/6686a0e126ea3.jpg
123133547,FF GRELHA 100 X 25 CM *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"A grelha de ferro fundido com caixilho é indicada para áreas de passagem de pedestres, sendo ideal para aplicação em calçadas, áreas residenciais, corredores externos e locais de drenagem com tráfego leve. Fabricada em ferro fundido, oferece durabilidade, resistência e segurança para o uso diário, auxiliando no escoamento da água e evitando o acúmulo na superfície.","Dimensões da grelha: 25 x 99,5 cm, Dimensões do suporte: 26,5 x 99,5 cm, Espessura total: 1,5 cm, Peso total: 13,2 kg, Capacidade de carga: 500 kg, Material: Ferro fundido, Utilização: Passagem de pedestres",https://tampaoegrelhagk.com.br/products/grelha-de-ferro-fundido-com-caixilho-25x100-cm,https://www.fuminas.com.br/download/LinhaCompletaFuminas2017.pdf,https://sanebrastampoes.com.br/produtos/grelha-linear-com-caixilho-medida-100-x-30-cm | https://www.knivesandtools.pt/pt/pt/-petromax-grelha-de-empilhamento-em-ferro-fundido-tamanho-30-cm.htm
123133548,FF GRELHA 100 X 30 CM *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"A Grelha de Ferro Fundido 30x100 cm é ideal para cobrir aberturas em calçadas, ruas e praças, oferecendo uma solução robusta e segura para o tráfego de pedestres e drenagem de água.","Dimensões: 30 x 100 cm, Espessura: 1 cm, Peso: 11 kg, Capacidade de carga: 500 kg, Material: Ferro fundido",https://panelasferreira.com.br/grelha-de-ferro-fundido-pedestre-30x100-cm183,https://www.capadrain.com/uploads/catalogo/ficheiros/1767603806_7423_FT_GRELHAS_PASSARELA_FF.pdf,https://panelasferreira.com.br/grelha-de-ferro-fundido-pedestre-30x100-cm183 | https://lojarealfundidos.com.br/produtos/grelha-de-ferro-fundido-30x100-cm-com-caixilho | https://sanebrastampoes.com.br/produtos/grelha-linear-com-caixilho-medida-100-x-30-cm
123133551,FF GRELHA 50 X 20 CM *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"Grelha de ferro fundido com dimensões 20 x 50 cm, ideal para áreas de passagem de pedestres e drenagem. Resistente e durável, auxilia no escoamento da água.","Material: Ferro fundido; Largura: 20 cm; Comprimento: 50 cm; Espessura: 0,8 cm; Peso: 2,5 kg; Capacidade de carga: 500 kg",https://comercialprado.com.br/p-grelha-ferro-fund-20-x-50,https://www.fuminas.com.br/download/LinhaCompletaFuminas2017.pdf,https://comercialprado.com.br/p-grelha-ferro-fund-20-x-50 | https://www.marketmateriais.com.br/product/566604/grelha-de-ferro-fundido-20x50 | https://panelasferreira.com.br/grelha-de-ferro-20x50-cm57
123133821,FF GRELHA 50 X 30 CM *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"A GRELHA DE FERRO FUNDIDO 30 X 50 cm é ideal para cobrir aberturas em calçadas, ruas e praças, oferecendo uma solução robusta e segura que combina funcionalidade e resistência. Fabricada com ferro fundido de alta qualidade, suporta tráfego de pedestres e otimiza a drenagem de água.","Material: Ferro fundido, Dimensões: 30 x 50 cm, Peso: 5,00 kg, Capacidade: 500 kg, Espessura: 1 cm",https://comercialprado.com.br/p-grelha-ferro-fund-30-x-50,https://www.fuminas.com.br/download/LinhaCompletaFuminas2017.pdf,https://comercialprado.com.br/p-grelha-ferro-fund-30-x-50 | https://tampaoegrelhagk.com.br/products/grelha-de-ferro-fundido-30x50-cm
1352,FF RALO 10 X 10 *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"Ralo de ferro fundido com dimensões 10x10 cm, indicado para sistemas de drenagem em áreas externas, calçadas e locais sujeitos à passagem de pedestres. Oferece resistência e durabilidade.","Material: Ferro Fundido. Dimensões: 10 cm x 10 cm. Altura: 0,5 cm. Peso: 0,2 kg. Utilização: Passagem de pedestres. Espessura: 7 mm. Capacidade: Não pode ser utilizado em ruas com tráfego pesado.",https://tampaoegrelhagk.com.br/products/ralo-de-ferro-fundido-10x10-cm,https://panelasferreira.com.br/ralo-de-ferro-10x10-cm6,http://www.carmosion.com.br/material-hidraulico/ralos-e-grelhas/ralo-ferro-fundido-10-x-10 | https://panelasferreira.com.br/ralo-de-ferro-10x10-cm6 | https://www.starferramentas.com.br/hidraulica/grelhas-ralos-e-acessorios/ralo-ferro-fundido-10-x-10-s-sao-geraldo
1351,FF RALO 15 X 15 *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"O Ralo de Ferro Fundido 15x15 cm é um dispositivo de drenagem projetado para canalizar água e outros líquidos para sistemas de esgoto. Feito de ferro fundido, é resistente e durável, adequado para áreas com passeio, garagem e calçadas.","Material: Ferro Fundido. Dimensões: 15x15cm. Altura: 0,5 cm. Peso: 0,7 kg. Utilização: Passagem de pedestres. Não pode ser utilizado em ruas com tráfego pesado.",https://tampaoegrelhagk.com.br/products/ralo-de-ferro-15x15-cm,https://assets.wfcdn.com/dm/document/918f461e-bfd4-4492-aeaf-0fb5a5495e7d/190150-K%20%28Solid%29%20Assembly%20Instructions%20DG%20Casa.pdf,https://panelasferreira.com.br/ralo-de-ferro-20x20-cm74 | https://tampaoegrelhagk.com.br/products/ralo-de-ferro-15x15-cm
1355,FF RALO 30 X 30 *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"Ralo de ferro fundido com dimensões 30x30 cm, projetado para drenagem eficiente de áreas externas como calçadas, garagens e áreas residenciais. Fabricado em ferro fundido, oferece resistência e durabilidade.","Material: Ferro Fundido. Medidas: 30x30 cm. Peso: 3,2 kg. Utilização: Passagem de pedestres, calçadas, áreas residenciais. Não indicado para ruas com tráfego pesado.",https://panelasferreira.com.br/ralo-de-ferro-fundido-com-caixilho-30x30-cm145,https://panelasferreira.com.br/ralo-de-ferro-fundido-com-caixilho-30x30-cm145,https://panelasferreira.com.br/ralo-de-ferro-fundido-com-caixilho-30x30-cm145 | https://tampaoegrelhagk.com.br/products/ralo-de-ferro-fundido-30x30-cm
1356,FF RALO 40 X 40 *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"O Ralo Quadrado 40x40 cm em Ferro Fundido com Caixilho é ideal para drenagem de áreas externas residenciais e de pedestres. Oferece excelente resistência, durabilidade e eficiência no escoamento de águas pluviais.","Material: Ferro fundido cinzento de alta resistência. Tamanho: Largura 40 cm x Comprimento 40 cm x Altura 3 cm. Peso: 4,7 kg. Capacidade de suporte: Até 600 kg. Inclui caixilho.",https://maisfer.com.br/produtos/ralo-de-ferro-fundido-40x40cm-com-caixilho-para-pedestres-3vqot,https://www.fuminas.com.br/download/LinhaCompletaFuminas2017.pdf,https://maisfer.com.br/produtos/ralo-de-ferro-fundido-40x40cm-com-caixilho-para-pedestres-3vqot | https://www.irmaossoares.com.br/ralo-de-ferro-fundido-40x40-com-aro/p | https://lojacasaejardim.com.br/produtos/ralo-grelha-40x40cm-com-suporte-ferro-fundido-reforcado-cxsnw
1673,FF TAMPAO DUPLA FACE ES/AP *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"O Tampão Dupla Face ES/AP é fabricado em ferro fundido e possui design articulado, ideal para áreas urbanas com grande fluxo de pedestres e veículos. Oferece resistência e durabilidade, com opção de colocar piso em uma das faces para melhor acabamento.",Material: Ferro Fundido Nodular FE 50007; Classe de Resistência: B125 / C250; Base: 660 mm; Tampa: 530 mm; Altura do conjunto: 80 mm; Passagem livre: 500 mm; Capacidade de carga: 1500 Kg; Sistema de encaixe para fechamento; Articulação por rotula fundida e travamento a 110º; Trava Elástica em ferro fundido.,https://tampoesdeferrofundido.com.br/produtos,https://www.fuminas.com.br/download/LinhaCompletaFuminas2017.pdf,https://tampoesdeferrofundido.com.br/produtos | https://www.casadapaneladeferro.com.br/produtos/page/4
123133667,FF TAMPAO P/ CISTERNA 50 X 50 ARTICULADO *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"O tampão de ferro fundido articulado para cisterna é indicado para áreas de tráfego leve, destinadas exclusivamente à passagem de pedestres. Projetado para acesso seguro a cisternas, caixas d’água e reservatórios, possui porta-cadeado e sistema articulado para facilitar abertura e fechamento.","Dimensões da tampa: 48 x 48 cm, Dimensões do aro: 50 x 50 cm, Altura: 3,5 cm, Peso: 18,8 kg, Capacidade de carga: 500 kg, Material: Ferro fundido, Utilização: Passagem de pedestres",https://tampaoegrelhagk.com.br/products/tampao-de-ferro-fundido-articulado-cisterna-50x50-cm,http://www.metalurgicavoigt.com.br/en/uploads/tampoes/pdf/nao-art/4-Tampao%20500x500%20mm.pdf,https://lojacasaejardim.com.br/produtos/tampa-cisterna-eletrica-gordura-50x50-ferro-articulada | https://tampaoegrelhagk.com.br/products/tampao-de-ferro-fundido-articulado-cisterna-50x50-cm | https://www.fundicaovesuvio.com.br/tampoes/tampoes-ff
123133665,FF TAMPAO QUADRADO 30 X 30 T 16 SIMPLES *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"O Tampão Quadrado 30x30 T-16 Simples é fabricado em ferro fundido, oferecendo alta resistência e durabilidade. É utilizado em caixas de inspeção, passagem e acesso a redes subterrâneas de infraestrutura, como sistemas elétricos, telefonia e hidráulicos.","Composição: Ferro Fundido Nodular; Acabamento: Preto; Dimensões: Base 330x330 mm, Tampa 300x300 mm, Altura 50 mm; Capacidade de carga: Até 12,5 toneladas; Norma: ABNT NBR 10160; Superfície antiderrapante.",https://maisfer.com.br/produtos/tampao-simples-30x30-c125,https://www.aecweb.com.br/produto/tampao-t16-30-cm-x-30-cm-articulado-e-simples/46301,http://acquapiscinas.commercesuite.com.br/tampao-de-aluminio-fundido-30-30-simples | https://www.requintepiscina.com.br/tampao-de-aluminio-fundido-30-30-simples | https://www.requintepiscinas.com.br/tampa-para-casa-de-maquina/tampao-de-aluminio-fundido
123133666,FF TAMPAO QUADRADO 40 X 40 T 18 SIMPLES *,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"O Tampão Quadrado 40x40 Simples em Ferro Fundido é uma peça robusta e resistente, ideal para fechamento e proteção de caixas de inspeção e acessos técnicos em diferentes sistemas de infraestrutura.","Material: Ferro Fundido Cinzento; Modelo: Simples; Base: 41cm x 41cm; Tampa: 38cm x 38cm; Passagem Livre: 35,5cm x 35,5cm; Altura do Conjunto: 3,5 cm; Capacidade de Carga: 1500 kg; Peso do Conjunto: 9,10 kg",https://www.irmaossoares.com.br/tampao-de-ferro-fundido-40x40-t-18-simples/p,https://www.irmaossoares.com.br/tampao-de-ferro-fundido-40x40-t-18-simples/p,https://www.irmaossoares.com.br/tampao-de-ferro-fundido-40x40-t-18-simples/p | https://fundicaogoncalves.ind.br/produto/tampao-quadrado-40x40-simples | https://www.shopcoopera.com.br/tampa-tampao-chao-aluminio-fundido-quadrado-simples-40x40cm-731504/p
3717,FF TAMPAO T 33 REDONDO SIMPLES,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"O Tampão T33 Simples é fabricado em ferro fundido cinzento, indicado para tráfego de pedestres em áreas como calçadas e jardins. Oferece resistência, durabilidade e segurança.","Marca: Fundição Vesuvio / Material: Ferro Fundido Cinzento / Modelo: T33 Simples / Dimensões Base: 54cm x 48cm / Dimensões Tampa: 48cm x 42cm / Passagem Livre: 44cm x 38cm / Altura do Conjunto: 2,5cm / Capacidade de Carga: 1500 kg / Peso do Conjunto: 11kg",https://www.fundicaovesuvio.com.br/tampoes/tampoes-ff/tampao-t-33-simples-leve,https://www.fuminas.com.br/download/LinhaCompletaFuminas2017.pdf,https://www.fundicaovesuvio.com.br/tampoes/tampoes-ff/tampao-t-33-simples-leve | https://tampaoegrelhagk.com.br/products/tampao-de-ferro-fundido-t-33-articulado-leve | https://comprasdomeujeito.com.br/comprar/produto/tampao-esgoto-simples-t33-ferro-fundido-52x42cm-lyt35xr5-6/semelhantes?categorySlugs=vasos-de-plantas
5743,FF TAMPAO T 60 ARTICULADO,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"Tampão T60 Articulado de 60cm de diâmetro, fabricado em ferro fundido cinzento. Ideal para áreas de tráfego leve, como calçadas e praças.",Material: Ferro Fundido Cinzento; Modelo: Simples Leve; Base: 65 cm x 65 cm; Tampa: 60 cm x 60 cm; Passagem Livre: 58 cm x 58 cm; Altura do Conjunto: 3 cm; Capacidade de Carga: 1 tonelada; Peso do Conjunto: 18 kg,https://www.fundicaovesuvio.com.br/tampoes/tampoes-ff/tampao-t-60-x-60-simples,https://pt.scribd.com/document/685866116/Catalogo-Tampoes-e-Grelhas,https://panelasferreira.com.br/tampao-de-ferro-fundido-60x60-b-125-articulado
6188,FF TAMPAO T 60 ARTICULADO REDONDO REFORCADO,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"O Tampão Articulado em Ferro Fundido T60 é ideal para áreas urbanas movimentadas, oferecendo segurança e facilidade de manutenção. Seu design articulado permite acesso fácil e suporta até 1,5 toneladas.","Marca: Fundição Vesuvio. Material: Ferro Fundido Cinzento. Modelo: Articulado Leve. Base: 63cm x 63cm. Tampa: 60cm x 60cm. Passagem Livre: 58cm x 58cm. Altura do Conjunto: 3,5cm. Capacidade de Carga: 1500 Kg. Peso do Conjunto: 29kg.",https://www.fundicaovesuvio.com.br/tampoes/tampoes-ff/tampao-t-60-x-60-articulado,https://www.fundicaovesuvio.com.br/tampoes/tampoes-ff/tampao-t-60-x-60-articulado,https://lojarealfundidos.com.br/produtos/tampao-de-ferro-fundido-60x60-articulado | https://www.fsaocristovao.com.br/categoria/5291323/Tampao-de-Ferro-Articulado | https://www.maisfertampoes.com.br/tampao-de-ferro-fundido-articulado-zc
2316,FF TAMPAO T 70 SIMPLES,ACESSORIO/MIUDEZA,CASA E JARDIM,FERRO FUNDIDO,"O tampão de ferro fundido simples T 70 é indicado para áreas de tráfego leve, como calçadas e áreas residenciais. Fabricado em ferro fundido, oferece durabilidade e resistência adequada para uso contínuo.","Dimensões da tampa: 69,5 x 69,5 cm, Dimensões do aro: 72,5 x 72,5 cm, Altura: 2 cm, Peso: 31,5 kg, Capacidade de carga: 500 kg, Material: Ferro fundido, Utilização: Passagem de pedestres",https://tampaoegrelhagk.com.br/products/tampao-de-ferro-fundido-simples-70x70-cm,https://www.cofersed.com/produto/tampao-de-ferro-t-70-para-veiculos-de-ate-30-toneladas,https://www.fundicaofundart.com.br/produtos/tampao-70-x-70-articulado-leve | https://lojacasaejardim.com.br/produtos/tampa-tampao-cisterna-eletrica-energia-70x70-ferro-articulada | https://www.fundicaovesuvio.com.br/tampoes/tampoes-ff
5558,ALGARISMO ELEGANCE 2 - M - CN,ACESSORIO/MIUDEZA,CASA E JARDIM,LETRAS / ALGARISMOS,"Algarismo decorativo de número 2 da linha Elegance, com acabamento cromado polido e design moderno. Ideal para numeração de fachadas, casas e edifícios, oferecendo elegância e alta durabilidade.","Marca: Costa Navarro; Modelo: Elegance Grande; Número: 2; Acabamento: Polido de alto brilho; Material: Liga metálica de alta resistência; Fixação: Fácil instalação com parafusos e buchas (inclusos); Uso: Externo ou interno; Altura: Grande; Cor: Cromado polido; Instalação: Pode ser fixado em madeira, alvenaria, metal ou outros substratos firmes.",https://www.nandicasaeconstrucao.com.br/casa/utilidades-e-decoracao/numeros-e-algarismos/algarismo-elegance-grande-polido-no-2-costa-navarro,https://image.mkt.crescacorretor.com.br/lib/fe2a11717d64047a7c1172/m/1/cf0ef159-e51b-40b9-b8d8-653ff1dedbc9.pdf,https://www.amazon.com.br/Residencial-Algarismo-Elegance-Apartamento-Cromado/dp/B0H37GSKPS | https://www.construmarques.com.br/produto/numero-de-casa-elegance-medio-seis-aluminio-costa-navarro-298-78487 | https://www.sodimac.com.br/sodimac-br/product/671545/algarismo-elegance-para-apartamento-n6-polido-10x8cm-prata/671545
5563,ALGARISMO ELEGANCE 7 - M - CN,ACESSORIO/MIUDEZA,CASA E JARDIM,LETRAS / ALGARISMOS,"Algarismo Elegance 7 da Costa Navarro, em liga de alumínio cromado, com design moderno e acabamento polido de alto brilho. Ideal para identificação residencial e comercial, com fácil instalação.","Tamanho: Médio, Altura: 7,0 cm, Largura: 4,6 cm, Espessura: 0,4 cm, Peso: 0,018 kg, Material: Liga de Alumínio A-329, Acabamento: Cromado, Fixação: Parafusos e buchas inclusos, Uso: Externo ou interno, Resistente à corrosão e ao sol.",https://www.mercadolivre.com.br/numero-residencial-algarismo-elegance-medio-n7-cromado/up/MLBU3845675961,https://image.mkt.crescacorretor.com.br/lib/fe2a11717d64047a7c1172/m/1/cf0ef159-e51b-40b9-b8d8-653ff1dedbc9.pdf,https://www.nandicasaeconstrucao.com.br/casa/utilidades-e-decoracao/numeros-e-algarismos/algarismo-elegance-grande-polido-no-7-costa-navarro | https://www.casamimosa.com.br/algarismo-elegance-n7-costa-navarro-197/p | https://www.magazinevoce.com.br/magazinepromosrb/numero-residencial-algarismo-elegance-medio-n6-cromado-costa-navarro/p/jj942gfje3/cj/lenu
10682,ALGARISMO POLIDOS LETRA  B,ACESSORIO/MIUDEZA,CASA E JARDIM,LETRAS / ALGARISMOS,"A letra B em alumínio, cortada a laser, é um elemento de numeração de casas modernas. O design é elegante e enfatiza a atmosfera moderna em edifícios e casas.",Material: Alumínio; Altura: 10 mm; Largura: 37 mm; Comprimento: 53 mm; Acabamento: Envernizado; Cor: Preto,https://cabos-escandinavos.pt/pt_PT/p/Numeracao-da-casa%2C-letra-minuscula-B%2C-aluminio/4693,https://www.passeidireto.com/arquivo/38045442/letras-e-algarismos,https://www.leroymerlin.com.br/letras-e-numeros | https://cabos-escandinavos.pt/pt_PT/p/Numeracao-da-casa%2C-letra-minuscula-B%2C-aluminio/4693 | https://www.revestacabamentos.com.br/letra-residencial-aluminio-b-roper-plast-84419/p
10714,LETRAS POLIDAS 0,ACESSORIO/MIUDEZA,CASA E JARDIM,LETRAS / ALGARISMOS,"O produto refere-se a letras e algarismos técnicos utilizados em projetos de arquitetura e engenharia, com especificações detalhadas sobre altura, espaçamento e tipos de traços.","Altura mínima de 3mm; espaçamento entre linhas de 3mm; caligrafia pode ser vertical ou inclinada (15º para a direita); tipos de letras incluem góticas, romanas, manuscrito; traços simples, duplo e cheio; letras traçadas com linhas retas, curvas ou combinação de ambas.",https://www.passeidireto.com/arquivo/38045442/letras-e-algarismos,https://engenhariacivilfsp.files.wordpress.com/2014/02/3letras-e-algerismos-tecnicos.pdf,https://www.litasign.com/pt/products/metal-house-letters | https://www.magnific.com/br/fotos-vetores-gratis/alfabeto-jardim | https://in.pinterest.com/pin/520095456985383047
3378,PE REGULAVEL 3/8 *,ACESSORIO/MIUDEZA,CASA E JARDIM,METAL PE,"Pé nivelador regulável de 3/8"" pol, fabricado em aço com acabamento zincado na cor prateada. Suporta até 50 kg e é ideal para nivelar e proteger a base de móveis e armários.","Medida da rosca: 3/8"" x 25mm, Diâmetro da base da sapata: 34mm, Altura da sapata: 40mm, Capacidade de carga: 50kg, Material: Aço, Acabamento: Zincado",https://www.markferragens.com.br/produto/672-sapata-pe-nivelador-regulavel-de-3-8-pol-x-34-mm-mk,https://fixotravas.com.br/novo/wp-content/uploads/2013/07/pe_nivelador.pdf,https://www.markferragens.com.br/produto/672-sapata-pe-nivelador-regulavel-de-3-8-pol-x-34-mm-mk | https://www.meupuxador.com.br/produto/pe-nivelador-chapa-3-8-x-1-360 | https://www.pedestaltv.com.br/produto/pe-nivelador-kit-com-4pcs.html
3379,PE REGULAVEL DE BORRACHA DE 1/2 *,ACESSORIO/MIUDEZA,CASA E JARDIM,METAL PE,"Pé nivelador de borracha regulável, resistente à água e óleo, autoadherente, adequado para grandes vibrações e pisos irregulares. Compatível com todos os tipos de máquinas.","Diâmetro do pé: 55 mm; Altura do pé: 40 mm; Diâmetro do parafuso: 10 mm; Altura do parafuso: 45 mm; Capacidade de carga: 350Kg; Inclui: 1 arruela; 2 porcas. Dimensões CxLxA (mm): 55x55x90. Peso: 0,10 Kg. Ref: SG029. Garantia: 3 meses. Material: Borracha de dureza 65 Shore. Certificação: ISO 9002.",http://chiangmai-esc.net/user_img/files/pavuludopam.pdf,http://chiangmai-esc.net/user_img/files/pavuludopam.pdf,https://www.amazon.com.br/P%C3%89S-NIVELADORES-DE-METAL-Borracha/dp/B092NP6NJF | https://www.casadosparafusosfranca.com.br/construcao-civil/nivel-manual/nivelador-mini-n02-516-x-030-mm-020kg
